competition,race_type,sex,host_nation,country,day,month,year,time,latitude,longitude,NOAA_stationid,station_location,station_distance,air_temp,dew_pt,wind_speed,adj_wind_speed,relative_humidity,clouds,diff_req_time,time_zone,solar_rad,heat_index,simp_wetbulb_globetemp,wetbulb_globetemp,world_record,standing_record,first_place,second_place,third_place,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,18,4,1994,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,6.1,-2.2,6.2,2.6,55.2,5,0,-4,268,4.2,9.4,4.7,02:06:50,02:07:51,02:07:15,02:07:19,02:08:08,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,17,4,1995,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,1.1,-4.4,5.2,2.2,66.7,5,0,-4,266,1.1,6.3,0.8,02:06:50,02:07:15,02:09:22,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,15,4,1996,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,2.2,0.0,4.6,1.9,85.4,5,0,-4,263,2.2,7.6,2.7,02:06:50,02:07:15,02:09:15,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,21,4,1997,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,6.7,4.4,2.1,0.9,85.3,5,0,-4,276,5.7,11,7.6,02:06:50,02:07:15,02:10:34,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,20,4,1998,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,7.2,6.7,4.1,1.7,96.6,5,0,-4,274,6.5,11.9,8.3,02:06:50,02:07:15,02:07:34,02:07:37,02:07:52,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,19,4,1999,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,8.3,2.2,3.6,1.5,65.4,5,0,-4,271,6.9,11.5,7.6,02:06:05,02:07:15,02:09:52,02:10:19,02:11:36,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,17,4,2000,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,6.0,-2.0,7.8,3.2,56.5,3,0,-4,308,4.1,9.4,4.8,02:05:42,02:07:15,02:09:47,02:09:47,02:09:50,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,16,4,2001,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,7.0,-1.0,4.2,1.7,56.7,3,0,-4,302,5.2,10.1,6,02:05:42,02:07:15,02:09:43,02:10:07,02:10:29,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,15,4,2002,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,12.0,12.0,3.1,1.3,100.0,10,0,-4,0,11.9,16.3,11.6,02:05:38,02:07:15,02:09:02,02:09:05,02:09:45,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,21,4,2003,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,8.0,2.0,1.9,0.8,65.8,4,0,-4,303,6.6,11.3,8.1,02:05:38,02:07:15,02:10:11,02:10:34,02:11:11,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,19,4,2004,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,8.9,6.7,3.6,1.5,86.1,5,0,-4,274,8.1,12.8,9.4,02:04:55,02:07:15,02:10:37,02:11:49,02:13:38,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,18,4,2005,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,13.9,-2.2,6.2,2.6,32.8,1,0,-4,316,12.2,13.9,10.1,02:04:55,02:07:15,02:11:45,02:12:21,02:12:48,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,17,4,2006,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,6.7,1.1,3.6,1.5,67.4,1,0,-4,313,5.2,10.3,6.6,02:04:55,02:07:15,02:07:14,02:08:21,02:09:56,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,16,4,2007,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,8.0,8.0,11.4,4.7,100.0,10,0,-4,0,7.5,12.7,7.7,02:04:55,02:07:14,02:14:13,02:14:33,02:14:47,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,21,4,2008,9:00:00,42.3602534,-71.058291,99497199999,MA US; BOSTON,1.3,9.0,6.0,1.9,0.8,81.5,7,0,-4,172,8.1,12.7,8.8,02:04:26,02:07:14,02:07:46,02:07:46,02:09:04,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,20,4,2009,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,4.4,3.9,3.6,1.5,96.6,1,0,-4,322,4.4,9.6,5.9,02:03:59,02:07:14,02:08:42,02:09:32,02:09:49,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,19,4,2010,9:00:00,42.3602534,-71.058291,99497199999,MA US; BOSTON,1.3,8.0,1.0,6.1,2.5,61.3,3,0,-4,311,6.5,11.1,7,02:03:59,02:07:14,02:05:52,02:07:23,02:08:39,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,18,4,2011,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,7.8,-1.1,5.1,2.1,53.3,1,0,-4,316,6,10.6,6.5,02:03:59,02:05:52,02:03:02,02:03:06,02:04:53,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,16,4,2012,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,17.8,13.3,3.1,1.3,75.0,1,0,-4,313,17.6,20,17.5,02:03:38,02:03:02,02:12:40,02:13:06,02:13:13,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,15,4,2013,9:00:00,42.3602534,-71.058291,99497199999,MA US; BOSTON,1.3,8.0,-1.0,1.9,0.8,53.0,2,0,-4,304,6.2,10.7,7.3,02:03:38,02:03:02,02:10:22,02:10:27,02:10:28,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,21,4,2014,9:32:00,42.3602534,-71.058291,99497199999,MA US; BOSTON,1.3,11.0,-3.0,3.1,1.3,37.4,0,,-4,216,9.1,12.1,7.8,02:03:23,02:03:02,02:08:37,02:08:48,02:08:50,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,20,4,2015,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,5.0,4.0,4.1,1.7,93.2,5,1,-4,274,4,10,5.9,02:02:57,02:03:02,02:09:17,02:09:48,02:10:22,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,18,4,2016,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,7.2,0.6,0.0,0.0,62.9,9,0,-4,0,5.6,10.5,3.4,02:02:57,02:03:02,02:12:45,02:13:32,02:14:02,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,17,4,2017,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,18.3,13.9,5.1,2.1,75.6,1,0,-4,313,18.2,20.6,17.7,02:02:57,02:03:02,02:09:37,02:09:58,02:10:28,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,16,4,2018,9:00:00,42.3602534,-71.058291,99497199999,MA US; BOSTON,1.3,4.0,4.0,11.4,4.7,100.0,10,,-4,0,4,9.4,3.7,02:02:57,02:03:02,02:15:58,02:18:23,02:18:35,,,,,,,,,,,
Gold Marathon,Marathon,Both,BOSTON,Massachusetts,15,4,2019,9:32:00,42.3602534,-71.058291,99497199999,MA US; BOSTON,1.3,13.0,12.0,4.2,1.7,93.7,8,,-4,49,12.8,16.8,12.5,02:01:39,02:03:02,02:07:57,02:07:59,02:08:07,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,27,10,1991,8:00:00,41.8755616,-87.624421,72534694866,IL US; CHICAGO MEIGS FIELD,1.2,9.0,9.0,5.6,2.3,100.0,10,0,-5,0,8.6,13.6,8.6,02:06:50,02:07:13,02:14:33,02:14:39,02:15:06,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,25,10,1992,8:00:00,41.8755616,-87.624421,72534694866,IL US; CHICAGO MEIGS FIELD,1.2,5.0,4.0,1.9,0.8,93.2,9,0,-5,0,4,10,3.9,02:06:50,02:07:13,02:16:14,02:17:30,02:17:55,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,31,10,1993,8:30:00,41.8755616,-87.624421,72534694866,IL US; CHICAGO MEIGS FIELD,1.2,0.0,-5.0,7.8,3.2,69.0,5,30,-5,0,0,5.6,-1.7,02:06:50,02:07:13,02:13:15,02:14:40,02:15:07,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,30,10,1994,8:00:00,41.8755616,-87.624421,72534694866,IL US; CHICAGO MEIGS FIELD,1.2,6.0,4.0,0.0,0.0,87.0,8,,-5,0,4.9,10.5,3.6,02:06:50,02:07:13,02:11:16,02:11:51,02:12:56,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,15,10,1995,7:45:00,41.8755616,-87.624421,72534694866,IL US; CHICAGO MEIGS FIELD,1.2,3.0,0.0,0.0,0.0,80.6,7,15,-5,25,3,8,0.7,02:06:50,02:07:13,02:11:18,02:11:21,02:11:24,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,20,10,1996,7:30:00,41.8755616,-87.624421,72534694866,IL US; CHICAGO MEIGS FIELD,1.2,3.0,2.0,0.0,0.0,93.1,9,30,-5,0,3,8.4,0.7,02:06:50,02:07:13,02:08:52,02:10:04,02:10:23,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,19,10,1997,7:30:00,41.8755616,-87.624421,72534694866,IL US; CHICAGO MEIGS FIELD,1.2,4.0,1.0,1.9,0.8,80.8,7,30,-5,39,4,8.8,2.7,02:06:50,02:07:13,02:07:10,02:08:19,02:08:46,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,11,10,1998,7:30:00,41.8755616,-87.624421,72534694866,IL US; CHICAGO MEIGS FIELD,1.2,10.0,8.0,1.7,0.7,87.4,8,30,-5,29,9.3,13.8,8.9,02:06:05,02:07:10,02:06:54,02:07:19,02:07:45,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,24,10,1999,7:30:00,41.8755616,-87.624421,72534694866,IL US; CHICAGO MEIGS FIELD,1.2,-1.0,-5.0,1.9,0.8,74.2,6,30,-5,37,-1,5,-2.5,02:05:42,02:06:54,02:05:42,02:06:16,02:08:00,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,22,10,2000,7:30:00,41.8755616,-87.624421,72534699999,IL US; CHICAGO MEIGS,2.3,12.0,9.0,3.1,1.3,81.9,7,30,-5,29,11.4,15.3,10.6,02:05:42,02:05:42,02:07:01,02:07:29,02:07:47,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,7,10,2001,7:30:00,41.8755616,-87.624421,72534699999,IL US; CHICAGO MEIGS,2.3,2.0,-2.0,0.0,0.0,74.8,6,30,-5,100,2,7.1,1.2,02:05:42,02:05:42,02:08:52,02:08:56,02:09:00,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,13,10,2002,7:30:00,41.8755616,-87.624421,72534699999,IL US; CHICAGO MEIGS,2.3,4.0,-3.0,4.7,2.0,60.3,3,30,-5,102,4,8.1,2.2,02:05:38,02:05:42,02:05:56,02:06:16,02:06:16,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,12,10,2003,7:30:00,41.8755616,-87.624421,72534699999,IL US; CHICAGO MEIGS,2.3,9.0,7.0,4.2,1.7,87.3,8,30,-5,28,8.2,13,8,02:04:55,02:05:42,02:05:50,02:07:07,02:07:41,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,10,10,2004,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,10.0,7.0,2.1,0.9,81.6,1,23,-5,116,9.2,13.5,9.3,02:04:55,02:05:42,02:06:16,02:07:44,02:07:50,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,9,10,2005,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,10.0,5.0,4.6,1.9,71.1,5,23,-5,108,8.9,13,8.4,02:04:55,02:05:42,02:07:02,02:07:09,02:07:14,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,22,10,2006,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,9.0,7.0,4.6,1.9,87.3,5,1,-5,51,8.2,13,8.1,02:04:55,02:05:42,02:07:35,02:07:40,02:07:51,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,6,10,2007,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,23.3,19.4,2.6,1.1,78.8,5,21,-5,123,23.7,26,22,02:04:26,02:05:42,02:11:11,02:11:11,02:12:45,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,12,10,2008,7:30:00,41.8755616,-87.624421,72534694866,IL US; CHICAGO MEIGS FIELD,1.2,18.0,13.0,1.9,0.8,72.6,5,,-5,89,17.8,20,16.1,02:03:59,02:05:42,02:06:25,02:07:37,02:11:39,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,11,10,2009,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,0.0,-6.1,1.5,0.6,63.5,5,21,-5,99,0,5.5,-1.4,02:03:59,02:05:42,02:05:41,02:06:04,02:06:08,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,10,10,2010,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,17.8,11.1,0.0,0.0,64.9,9,21,-5,0,17.3,19.2,14.1,02:03:59,02:05:41,02:06:24,02:06:43,02:08:10,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,9,10,2011,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,17.2,9.4,0.0,0.0,60.2,9,21,-5,0,16.5,18.3,13.1,02:03:38,02:05:41,02:05:37,02:06:15,02:06:29,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,7,10,2012,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,6.1,-2.8,3.6,1.5,52.8,5,21,-5,113,4.1,9.4,3.8,02:03:38,02:05:37,02:04:38,02:04:52,02:05:27,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,13,10,2013,7:30:00,41.8755616,-87.624421,99849999999,IL US; NORTHERLY ISLAND,2.5,9.0,4.0,1.7,0.7,70.9,5,,-5,89,7.8,12.2,7.4,02:03:23,02:04:38,02:03:45,02:03:52,02:05:16,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,12,10,2014,7:30:00,41.8755616,-87.624421,99849999999,IL US; NORTHERLY ISLAND,2.5,8.0,3.0,3.6,1.5,70.7,5,,-5,94,6.7,11.5,6.5,02:02:57,02:03:45,02:04:11,02:04:28,02:04:32,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,11,10,2015,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,12.8,6.1,3.1,1.3,63.7,5,23,-5,99,11.8,14.9,10.5,02:02:57,02:03:45,02:09:25,02:09:50,02:10:06,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,9,10,2016,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,11.7,7.2,0.0,0.0,73.9,9,23,-5,0,10.9,14.6,8.7,02:02:57,02:03:45,02:11:23,02:11:26,02:12:20,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,US,8,10,2017,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,14.4,12.8,3.1,1.3,90.1,5,23,-5,113,14.2,17.9,14.1,02:02:57,02:03:45,02:09:20,02:09:48,02:10:23,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,us,7,10,2018,7:30:00,41.8755616,-87.624421,99849999999,IL US; NORTHERLY ISLAND,2.5,15.0,13.0,2.5,1.0,87.8,8,,-5,35,14.9,18.3,14,02:01:39,02:03:45,02:05:11,02:05:24,02:05:50,,,,,,,,,,,
Gold Marathon,Marathon,Both,Chicago,us,13,10,2019,7:30:00,41.8755616,-87.624421,99849999999,IL US; NORTHERLY ISLAND,2.5,9.4,0.8,2.6,1.1,54.9,3,30,-5,102,7.8,11.8,6.8,02:01:39,02:03:45,02:05:45,02:05:46,02:05:48,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,25,10,1993,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,8.7,6.1,2.1,0.9,83.7,7,0,1,193,7.8,12.6,8.8,02:06:50,02:13:45,02:14:40,02:15:42,02:17:05,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,31,10,1994,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,10.5,8.9,6.7,2.8,89.8,8,0,1,84,10,14.4,10,02:06:50,02:13:45,02:17:13,02:17:47,02:17:52,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,30,10,1995,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,13.4,11.6,3.1,1.3,88.9,8,0,1,85,13.1,16.9,12.8,02:06:50,02:13:45,02:16:57,02:18:36,02:21:16,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,28,10,1996,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,12.0,9.2,5.7,2.4,83.0,7,0,1,181,11.4,15.3,11.5,02:06:50,02:13:45,02:17:42,02:18:48,02:18:58,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,27,10,1997,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,10.2,6.0,2.6,1.1,75.2,6,0,1,257,9.2,13.4,10.1,02:06:50,02:13:45,02:15:56,02:16:55,02:18:07,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,26,10,1998,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,6.2,5.3,7.0,2.9,94.0,8,0,1,91,5.3,11,6,02:06:05,02:13:45,02:20:00,02:23:09,02:24:35,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,25,10,1999,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,10.6,9.2,5.0,2.1,91.1,8,0,1,92,10.1,14.5,10.2,02:05:42,02:13:45,02:15:18,02:15:38,02:19:36,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,30,10,2000,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,4.4,3.1,9.0,3.7,91.3,8,0,1,84,4.4,9.4,4,02:05:42,02:13:45,02:18:49,02:19:53,02:19:55,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,29,10,2001,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,10.3,8.4,7.0,2.9,88.0,8,0,1,87,9.7,14.1,9.7,02:05:42,02:13:45,02:14:03,02:14:07,02:14:11,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,28,10,2002,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,6.3,4.0,5.0,2.1,85.2,8,0,1,88,5.2,10.7,5.6,02:05:38,02:13:45,02:14:25,02:14:55,02:15:43,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,27,10,2003,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,4.9,2.8,5.0,2.1,86.3,8,0,1,89,3.7,9.7,4.3,02:04:55,02:13:45,02:17:03,02:17:29,02:18:34,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,25,10,2004,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,8.9,6.5,12.0,5.0,84.9,8,0,1,91,8.1,12.8,8.1,02:04:55,02:13:45,02:13:07,02:14:45,02:15:21,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,31,10,2005,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,12.0,9.8,6.0,2.5,86.4,8,0,1,84,11.5,15.5,11.2,02:04:55,02:13:07,02:13:14,02:14:08,02:14:24,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,30,10,2006,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,13.3,11.0,7.0,2.9,86.0,8,0,1,85,12.9,16.6,12.5,02:04:55,02:13:07,02:11:39,02:13:10,02:13:25,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,29,10,2007,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,6.3,3.9,6.0,2.5,84.6,8,0,1,87,5.2,10.7,5.6,02:04:26,02:11:39,02:09:06,02:10:36,02:11:08,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,27,10,2008,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,3.0,2.2,5.0,2.1,94.5,8,0,1,74,3,8.5,2.7,02:03:59,02:09:07,02:11:06,02:12:29,02:13:06,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,26,10,2009,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,10.1,9.7,3.0,1.2,97.4,8,0,1,53,9.7,14.4,9.8,02:03:59,02:09:07,02:09:12,02:10:38,02:11:14,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,25,10,2010,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,5.1,2.3,2.0,0.8,82.1,7,0,1,48,3.8,9.7,3.9,02:03:59,02:09:07,02:08:58,02:09:44,02:10:25,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,31,10,2011,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,15.4,11.5,7.0,2.9,77.6,6,0,1,0,15,18,13.5,02:03:38,02:09:07,02:08:33,02:09:50,02:10:23,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,29,10,2012,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,5.1,4.9,4.0,1.7,98.6,8,0,1,0,4.2,10.2,4.5,02:03:38,02:09:07,02:11:09,02:11:26,02:11:31,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,28,10,2013,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,8.4,6.4,8.0,3.3,87.2,8,0,1,0,7.6,12.5,7.3,02:03:23,02:09:07,02:18:19,02:19:26,02:22:02,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,27,10,2014,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,15.6,12.7,8.0,3.3,82.9,7,0,1,0,15.4,18.6,14.1,02:02:57,02:09:07,02:14:47,02:14:56,02:15:12,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,26,10,2015,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,11.0,10.0,9.7,4.0,93.6,9,0,1,0,10.6,15,10.3,02:02:57,02:09:07,02:14:01,02:14:07,02:14:20,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,30,10,2016,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,9.2,8.4,1.0,0.4,94.7,8,0,1,0,8.6,13.5,8.1,02:02:57,02:09:07,02:12:18,02:14:37,02:15:01,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,29,10,2017,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,10.7,7.3,5.0,2.1,79.5,7,0,1,0,9.9,14,9,02:02:57,02:09:07,02:15:52,02:15:55,02:15:58,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,28,10,2018,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,2.7,1.1,4.0,1.7,89.2,8,0,1,0,2.7,8.1,1.6,02:01:39,02:09:07,02:13:23,02:13:33,02:13:41,,,,,,,,,,,
Gold Marathon,Marathon,Both,DUBLIN,IRELAND,28,10,2019,9:00:00,53.3497645,-6.2602732,3969099999,EI; DUBLIN,8.0,4.6,3.4,4.0,1.7,91.9,8,0,1,0,3.5,9.6,3.7,02:01:39,02:09:07,02:08:06,02:12:01,02:12:04,,,,,,,,,,,
Gold Marathon,Marathon,Both,LONDON,UK,18,4,1993,10:00:00,51.5073219,-0.1276474,3779099999,UK; LONDON WEA CENTER,1.1,13.1,8.4,8.7,3.6,73.2,6,0,1,0,12.4,15.7,11,02:06:50,02:08:16,02:10:50,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,LONDON,UK,17,4,1994,10:00:00,51.5073219,-0.1276474,3779099999,UK; LONDON WEA CENTER,1.1,7.5,1.8,5.7,2.4,67.1,5,0,1,0,6.1,10.9,5.2,02:06:50,02:08:16,02:08:53,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,LONDON,UK,2,4,1995,10:00:00,51.5073219,-0.1276474,3779099999,UK; LONDON WEA CENTER,1.1,12.0,4.7,4.6,1.9,61.0,3,0,1,0,10.8,14.1,9,02:06:50,02:08:16,02:08:30,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,LONDON,UK,21,4,1996,10:00:00,51.5073219,-0.1276474,3779099999,UK; LONDON WEA CENTER,1.1,20.1,3.4,5.7,2.4,33.2,0,0,1,0,19,18.4,13.6,02:06:50,02:08:16,02:10:00,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,LONDON,UK,13,4,1997,10:00:00,51.5073219,-0.1276474,3779099999,UK; LONDON WEA CENTER,1.1,12.0,1.1,2.1,0.9,47.2,2,0,1,55,10.5,13.3,8.2,02:06:50,02:08:16,02:07:55,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,LONDON,UK,26,4,1998,10:00:00,51.5073219,-0.1276474,3779099999,UK; LONDON WEA CENTER,1.1,11.0,8.0,3.6,1.5,81.7,7,,1,156,10.3,14.4,10.4,02:06:50,02:07:55,02:07:57,,,,,,,,,,,,,
Gold Marathon,Marathon,Both,LONDON,UK,18,4,1999,10:00:00,51.5073219,-0.1276474,3779099999,UK; LONDON WEA CENTER,1.1,7.6,1.5,2.1,0.9,65.3,4,0,1,393,6.1,10.9,8.4,02:06:05,02:07:55,02:07:57,,,,,,,,,,,,,
